section_id	document_id	collection	document_code	section_order	title_pl	title_en	description_pl	description_en
666	21	audhd	AU05	8	§4 Pamięć w Pythonie — referencje, garbage collector, abstrakcja	§4 Memory in Python — references, garbage collection, abstraction	Python, zaprojektowany w grudniu 1989 roku przez Guida van Rossuma w Centrum Wiskunde & Informatica w Amsterdamie, reprezentuje paradygmat odwrotny do C.	Python, designed in December 1989 by Guido van Rossum at the Centrum Wiskunde & Informatica in Amsterdam, represents the opposite paradigm to C.
667	21	audhd	AU05	9	Źródła do §4	Sources for §4	Guido van Rossum — Brief Bio — oficjalna strona twórcy	Guido van Rossum — Brief Bio — the creator's official website
668	21	audhd	AU05	10	§5 Pamięć w JavaScript — przypadkowy język ery przeglądarek	§5 Memory in JavaScript — an accidental language of the browser era	"JavaScript powstał w maju 1995 roku w firmie Netscape Communications. Brendan Eich, świeżo zatrudniony programista, otrzymał zadanie zaprojektowania języka skryptowego dla przeglądarki Netscape Navigator 2.0 i — jak sam mówi — ""spędził dziesięć kolejnych dni…"	JavaScript was created in May 1995 at Netscape Communications. Brendan Eich, a newly hired programmer, was tasked with designing a scripting language for the Netscape Navigator 2.0 browser and, as he himself says, “spent ten consecutive days…”
669	21	audhd	AU05	11	Źródła do §5	Sources for §5	Wikipedia: JavaScript — pełna historia, ECMAScript, statystyki użycia	Wikipedia: JavaScript — full history, ECMAScript, usage statistics
670	21	audhd	AU05	12	§6 Pamięć w big data — Hadoop, MapReduce i ekonomia rozproszenia	§6 Memory in big data — Hadoop, MapReduce, and the economics of distribution	W ciągu pierwszej dekady XXI wieku stanął przed informatyką nowy problem: skala danych przekroczyła pojemność pojedynczej maszyny.	During the first decade of the twenty-first century, computer science ran into a new problem: the scale of data exceeded the capacity of a single machine.
671	21	audhd	AU05	13	Źródła do §6	Sources for §6	Wikipedia: MapReduce — pełen opis paradygmatu, historia, krytyka	Wikipedia: MapReduce — full description of the paradigm, history, criticism
672	21	audhd	AU05	14	§7 Pamięć ludzka — schemat, hipokamp, kora, sen	§7 Human memory — schemas, hippocampus, cortex, sleep	Mózg ludzki radzi sobie z tym samym strukturalnym problemem, co komputer: zawartość świata jest większa niż dostępna pamięć.	The human brain deals with the same structural problem as a computer: the contents of the world are larger than the available memory.
673	21	audhd	AU05	15	Hierarchia pamięci u człowieka	The hierarchy of human memory	Klasyczny model pamięci ludzkiej, sformułowany w drugiej połowie XX wieku, wyróżnia kilka systemów:	The classical model of human memory, formulated in the second half of the twentieth century, distinguishes several systems:
674	21	audhd	AU05	16	Sen głęboki (SWS) i sen REM jako fazy konsolidacji	Deep sleep (SWS) and REM sleep as consolidation phases	Współczesna neurobiologia snu — opisywana w licznych pracach Jana Borna z Uniwersytetu w Tübingen i innych badaczy — wyróżnia dwie fazy snu jako kluczowe dla konsolidacji pamięci, każdą o nieco innej funkcji.	Contemporary sleep neurobiology — described in numerous studies by Jan Born of the University of Tübingen and other researchers — identifies two sleep phases as crucial to memory consolidation, each serving a somewhat different function.
675	21	audhd	AU05	17	Pamięć ludzka jako kompresor stratny	Human memory as a lossy compressor	Pamięć neurotypowa jest, w terminach informatycznych, kompresorem stratnym z ekstrakcją gistu . Detale są wyrzucane, schematy zostają.	Neurotypical memory is, in computer-science terms, a lossy compressor with gist extraction. Details are discarded; schemas remain.
676	21	audhd	AU05	18	Źródła do §7	Sources for §7	"Diekelmann & Born (2010): ""Slow-wave sleep and the consolidation of long-term memory"" — klasyczny przegląd"	Diekelmann & Born (2010): “Slow-wave sleep and the consolidation of long-term memory” — a classic review
677	21	audhd	AU05	19	§8 Pamięć neurotypowa vs neuroróżnorodna — różnica strategii projektowej	§8 Neurotypical vs neurodivergent memory — a difference in design strategy	"Nie istnieje jedna ""ND-architektura pamięci"", podobnie jak nie istnieje jedna ""NT-architektura""."	There is no single “ND memory architecture”, just as there is no single “NT architecture”.
678	21	audhd	AU05	20	Monotropizm — teoria uwagi w autyzmie	Monotropism — a theory of attention in autism	Najważniejszą teorią ostatnich dwóch dekad, próbującą zunifikować obraz autystycznego funkcjonowania poznawczego, jest monotropizm (monotropism) — koncepcja zaproponowana w 1992 roku przez Dinah Murray, a w pełni rozwinięta w artykule Murray, Lessera i Lawson…	The most important theory of the past two decades attempting to unify the picture of autistic cognitive functioning is monotropism — a concept proposed in 1992 by Dinah Murray and fully developed in the article by Murray, Lesser, and Lawson…
679	21	audhd	AU05	21	Słaba spójność centralna (weak central coherence) — teoria szczegółu	Weak central coherence — a theory of detail	Druga klasyczna teoria autystycznego stylu poznawczego to słaba spójność centralna (weak central coherence, WCC), wprowadzona przez Utę Frith w jej książce Autism: Explaining the Enigma z 1989 roku.	The second classical theory of autistic cognitive style is weak central coherence (WCC), introduced by Uta Frith in her 1989 book Autism: Explaining the Enigma.
680	21	audhd	AU05	22	Pamięć robocza w ADHD — deficyt wykonawczy	Working memory in ADHD — an executive deficit	ADHD ma inny profil pamięciowy niż ASD. Russell Barkley, jeden z najważniejszych badaczy ADHD ostatniego półwiecza, sformułował model w pracy Behavioral Inhibition, Sustained Attention, and Executive Functions z 1997 roku, w którym pamięć robocza jest jedną z…	ADHD has a different memory profile from ASD. Russell Barkley, one of the most influential ADHD researchers of the past half-century, formulated a model in his 1997 paper Behavioral Inhibition, Sustained Attention, and Executive Functions in which working memory is one of…
681	21	audhd	AU05	23	Synteza — pamięć ND jako pointer-based	Synthesis — ND memory as pointer-based	Łącząc te trzy linie badań — monotropizm, weak central coherence, deficyt pamięci roboczej w ADHD — można zarysować strukturalny obraz pamięci AuDHD jako:	Combining these three lines of research — monotropism, weak central coherence, and working-memory deficits in ADHD — makes it possible to sketch a structural picture of AuDHD memory as:
682	21	audhd	AU05	24	Źródła do §8	Sources for §8	monotropism.org — oficjalny serwis, prowadzony przez Fergusa Murraya	monotropism.org — official website maintained by Fergus Murray
683	21	audhd	AU05	25	§9 Konsekwencje — kto buduje fundamenty informatyki	§9 Consequences — who builds the foundations of computing	Główna teza tego eseju jest następująca: jeśli niskopoziomowe języki programowania, jądra systemów operacyjnych, kompilatory, bazy danych i systemy rozproszone wymagają natywnej zdolności do operowania na pamięci pointer-based — i jeśli ta zdolność jest cechą…	The central thesis of this essay is as follows: if low-level programming languages, operating-system kernels, compilers, databases, and distributed systems require a native ability to operate on pointer-based memory — and if that ability is a feature…
684	21	audhd	AU05	26	§10 Konkluzja	§10 Conclusion	Pamięć — w komputerze, w mózgu, w klastrze, w języku programowania — jest rozwiązaniem tego samego strukturalnego problemu: zawartość świata przekracza pojemność systemu. Rozwiązań kanonicznych jest skończenie wiele.	Memory — in a computer, a brain, a cluster, or a programming language — is a solution to the same structural problem: the contents of the world exceed the capacity of the system. There is only a finite number of canonical solutions.
685	22	audhd	AU06	1	Architektury pamięci	Memory architectures	Omówienie zagadnienia „Architektury pamięci” w kontekście opracowania „Architektury pamięci — opowieść o tym, kto naprawdę zbudował IT”.	Discussion of “Memory architectures” in the context of “Memory architectures — a story about who really built IT”.
686	22	audhd	AU06	2	Bell Labs, sierpień 1969	Bell Labs, August 1969	Bonnie Thompson pakuje walizki. Wraz z rocznym synem Coreyem leci do San Diego — odwiedzić rodziców i pokazać im wnuka, którego jeszcze nie widzieli. Wyjeżdża na miesiąc. Jej mąż Ken zostaje w New Jersey, w domu, z biurem niedaleko, w Bell Labs.	Bonnie Thompson is packing her bags. Together with her one-year-old son Corey, she is flying to San Diego to visit her parents and introduce them to the grandson they have not yet met. She leaves for a month. Her husband Ken stays in New Jersey, at home, with his office nearby at Bell Labs.
687	22	audhd	AU06	3	Stanford, 30 marca 1977	Stanford, 30 March 1977	Donald Knuth dostaje pocztą paczkę. Otwiera ją. W środku są szczotki — czyli próbne wydruki, w drukarstwie nazywane galley proofs — drugiego wydania jego książki The Art of Computer Programming, Volume 2 . Pierwsze wydanie wyszło w 1968.	Donald Knuth receives a package in the mail. He opens it. Inside are proofs — trial printouts, known in printing as galley proofs — of the second edition of his book The Art of Computer Programming, Volume 2. The first edition came out in 1968.
688	22	audhd	AU06	4	Cambridge, Massachusetts, 1980-2019	Cambridge, Massachusetts, 1980–2019	W czerwcu 1980 roku Richard Matthew Stallman ma 27 lat i pracuje w MIT AI Lab. Drukarka laserowa Xerox właśnie się zacina po raz tysięczny i Stallman chce poprawić sterownik, żeby informował, kiedy się zatnie. Xerox odmawia mu kodu źródłowego.	In June 1980, Richard Matthew Stallman is 27 and works at the MIT AI Lab. The Xerox laser printer has jammed for the thousandth time, and Stallman wants to modify the driver so that it reports when it jams. Xerox refuses to give him the source code.
689	22	audhd	AU06	5	Helsinki, 14 czerwca 2012	Helsinki, 14 June 2012	Aalto Talk. Sala wykładowa pełna studentów. Linus Torvalds siedzi w fotelu, w niebieskim T-shircie, z mikrofonem przy klapie. Ma 42 lata. Mieszka w Portland, Oregon.	Aalto Talk. A lecture hall full of students. Linus Torvalds sits in an armchair, wearing a blue T-shirt, with a lapel microphone. He is 42. He lives in Portland, Oregon.
